bwt_month,bwt_day,bwt_hour,cv_time_avg,xcv_time_avg,pv_time_avg,xpv_time_avg,pv_ready_lanes_time_avg,ped_time_avg,ped_ready_lanes_time_avg
4,0,14,0,0,61,10,39,15,14
4,0,15,0,0,58,8,33,13,3
4,0,16,0,0,50,6,29,11,3
4,0,17,0,0,36,6,21,8,1
4,0,18,0,0,31,6,18,5,1
4,0,19,0,0,30,5,19,5,1
4,0,20,0,0,29,5,16,5,1
4,0,21,0,0,10,5,8,5,1
4,0,22,0,0,10,5,6,5,1
4,0,23,0,0,14,8,14,5,5
4,1,0,0,0,9,5,6,5,5
4,1,1,0,0,9,5,6,5,5
4,1,2,0,0,13,5,11,5,5
4,1,3,0,0,20,5,19,5,5
4,1,4,0,0,38,9,31,18,18
4,1,5,0,0,63,13,46,29,29
4,1,6,0,0,68,14,55,35,35
4,1,7,0,0,70,14,56,30,24
4,1,8,0,0,60,10,48,19,16
4,1,9,0,0,54,10,45,14,13
4,1,10,0,0,46,10,34,6,5
4,1,11,0,0,41,9,25,6,5
4,1,12,0,0,49,10,28,9,8
4,1,13,0,0,56,10,30,14,13
4,1,14,0,0,65,11,36,15,14
4,1,15,0,0,69,13,46,6,3
4,1,16,0,0,65,13,44,5,3
4,1,17,0,0,58,9,38,5,3
4,1,18,0,0,55,8,35,6,3
4,1,19,0,0,49,8,29,6,3
4,1,20,0,0,38,6,25,5,3
4,1,21,0,0,25,5,20,5,3
4,1,22,0,0,23,6,19,5,3
4,1,23,0,0,25,5,19,5,5
4,2,0,0,0,16,5,11,5,5
4,2,1,0,0,9,5,6,5,5
4,2,2,0,0,14,5,11,5,5
4,2,3,0,0,23,5,19,6,6
4,2,4,0,0,37,8,28,18,18
4,2,5,0,0,52,8,39,29,29
4,2,6,0,0,60,12,47,20,20
4,2,7,0,0,64,10,48,19,3
4,2,8,0,0,69,11,48,18,2
4,2,9,0,0,65,12,48,20,2
4,2,10,0,0,58,9,42,18,2
4,2,11,0,0,59,9,41,14,2
4,2,12,0,0,58,11,39,16,4
4,2,13,0,0,65,12,41,15,5
4,2,14,0,0,67,14,43,17,7
4,2,15,0,0,62,9,37,7,5
4,2,16,0,0,54,7,32,7,5
4,2,17,0,0,44,6,27,5,3
4,2,18,0,0,36,8,23,5,3
4,2,19,0,0,32,7,22,5,3
4,2,20,0,0,31,6,19,5,3
4,2,21,0,0,28,5,18,5,3
4,2,22,0,0,24,5,14,5,3
4,2,23,0,0,21,5,14,5,5
4,3,0,0,0,18,5,11,5,5
4,3,1,0,0,13,5,9,5,5
4,3,2,0,0,18,5,13,5,5
4,3,3,0,0,31,7,24,8,8
4,3,4,0,0,43,8,36,16,16
4,3,5,0,0,56,11,44,25,25
4,3,6,0,0,61,12,57,36,36
4,3,7,0,0,66,11,52,20,1
4,3,8,0,0,60,10,44,18,1
4,3,9,0,0,50,10,39,13,1
4,3,10,0,0,48,10,36,14,1
4,3,11,0,0,50,11,33,14,1
4,3,12,0,0,49,11,33,14,1
4,3,13,0,0,50,12,40,14,1
4,3,14,0,0,55,14,41,14,1
4,3,15,0,0,67,10,43,8,3
4,3,16,0,0,66,9,41,5,2
4,3,17,0,0,62,8,40,5,2
4,3,18,0,0,60,7,40,5,2
4,3,19,0,0,56,6,37,5,2
4,3,20,0,0,55,6,35,5,2
4,3,21,0,0,51,6,26,5,2
4,3,22,0,0,48,6,22,5,2
4,3,23,0,0,44,4,27,4,4
4,4,0,0,0,9,5,6,5,5
4,4,1,0,0,10,5,6,5,5
4,4,2,0,0,10,5,8,5,5
4,4,3,0,0,14,5,10,5,5
4,4,4,0,0,28,5,20,11,11
4,4,5,0,0,38,9,29,20,20
4,4,6,0,0,44,8,30,16,16
4,4,7,0,0,45,11,30,14,0
4,4,8,0,0,41,13,26,10,0
4,4,9,0,0,39,13,26,14,0
4,4,10,0,0,36,11,26,13,0
4,4,11,0,0,43,10,30,15,0
4,4,12,0,0,48,10,34,15,0
4,4,13,0,0,54,11,38,14,0
4,4,14,0,0,55,11,39,14,0
4,4,15,0,0,48,9,31,5,3
4,4,16,0,0,39,9,29,5,3
4,4,17,0,0,33,8,21,5,3
4,4,18,0,0,25,6,16,5,3
4,4,19,0,0,18,5,13,5,3
4,4,20,0,0,16,5,13,5,3
4,4,21,0,0,11,5,9,5,3
4,4,22,0,0,9,5,8,5,3
4,4,23,0,0,9,5,8,5,5
4,5,0,0,0,5,5,5,5,5
4,5,1,0,0,4,4,4,4,4
4,5,2,0,0,5,5,5,5,5
4,5,3,0,0,5,5,5,5,5
4,5,4,0,0,6,5,6,5,5
4,5,5,0,0,10,5,10,5,5
4,5,6,0,0,9,5,9,5,5
4,5,7,0,0,6,5,6,5,4
4,5,8,0,0,8,5,8,5,4
4,5,9,0,0,10,5,8,5,4
4,5,10,0,0,14,6,11,5,4
4,5,11,0,0,16,6,13,8,4
4,5,12,0,0,24,6,19,8,4
4,5,13,0,0,34,6,25,8,4
4,5,14,0,0,40,11,30,8,4
4,5,15,0,0,45,13,35,5,4
4,5,16,0,0,45,13,34,5,4
4,5,17,0,0,39,9,28,5,4
4,5,18,0,0,26,8,16,5,4
4,5,19,0,0,25,6,16,5,4
4,5,20,0,0,33,9,24,5,4
4,5,21,0,0,28,6,23,5,4
4,5,22,0,0,14,6,11,5,4
4,5,23,0,0,15,9,13,6,6
4,6,0,0,0,10,5,9,5,5
4,6,1,0,0,6,5,5,5,5
4,6,2,0,0,5,5,5,5,5
4,6,3,0,0,5,5,5,5,5
4,6,4,0,0,6,5,5,5,5
4,6,5,0,0,9,5,5,5,5
4,6,6,0,0,10,5,6,5,5
4,6,7,0,0,11,6,9,5,5
4,6,8,0,0,14,9,8,5,5
4,6,9,0,0,14,6,8,5,5
4,6,10,0,0,15,6,10,5,5
4,6,11,0,0,19,6,13,5,5
4,6,12,0,0,23,6,14,5,5
4,6,13,0,0,24,6,14,5,5
4,6,14,0,0,28,6,19,5,5
4,6,15,0,0,30,9,21,5,0
4,6,16,0,0,30,10,19,5,0
4,6,17,0,0,28,9,16,5,0
4,6,18,0,0,25,9,15,5,0
4,6,19,0,0,26,8,20,5,0
4,6,20,0,0,25,6,19,5,0
4,6,21,0,0,25,6,20,5,1
4,6,22,0,0,28,8,20,5,1
4,6,23,0,0,21,5,14,5,5
5,0,0,0,0,113,11,68,5,4
5,0,1,0,0,124,8,84,5,4
5,0,2,0,0,139,5,96,5,4
5,0,3,0,0,149,5,109,11,10
5,0,4,0,0,144,5,106,24,23
5,0,5,0,0,123,13,84,28,26
5,0,6,0,0,111,13,95,29,29
5,0,7,0,0,100,8,78,25,25
5,0,8,0,0,111,10,85,19,19
5,0,9,0,0,96,9,70,20,20
5,0,10,0,0,74,9,56,20,20
5,0,11,0,0,55,10,36,24,24
5,0,12,0,0,60,11,35,28,28
5,0,13,0,0,79,11,45,28,28
5,0,14,0,0,96,14,60,36,36
5,0,15,0,0,111,13,68,23,5
5,0,16,0,0,125,16,84,16,5
5,0,17,0,0,126,15,85,6,4
5,0,18,0,0,128,16,84,13,4
5,0,19,0,0,136,16,89,14,4
5,0,20,0,0,138,14,89,13,4
5,0,21,0,0,151,14,94,10,4
5,0,22,0,0,158,13,91,5,4
5,0,23,0,0,184,8,111,5,5
5,1,0,0,0,196,6,118,5,5
5,1,1,0,0,198,5,120,5,5
5,1,2,0,0,208,5,120,10,10
5,1,3,0,0,221,5,126,34,28
5,1,4,0,0,228,14,138,45,45
5,1,5,0,0,180,20,133,46,46
5,1,6,0,0,173,30,120,33,33
5,1,7,0,0,180,15,120,40,3
5,1,8,0,0,179,13,119,31,3
5,1,9,0,0,165,15,101,29,3
5,1,10,0,0,166,15,105,28,3
5,1,11,0,0,136,15,101,30,3
5,1,12,0,0,164,14,104,30,3
5,1,13,0,0,163,14,99,30,3
5,1,14,0,0,145,15,91,29,0
5,1,15,0,0,158,15,103,25,1
5,1,16,0,0,160,16,106,13,1
5,1,17,0,0,153,14,94,20,1
5,1,18,0,0,141,11,80,13,1
5,1,19,0,0,128,11,65,5,1
5,1,20,0,0,113,10,58,6,1
5,1,21,0,0,94,8,49,4,1
5,1,22,0,0,88,9,48,5,1
5,1,23,0,0,90,10,51,5,5
5,2,0,0,0,86,5,55,5,5
5,2,1,0,0,91,5,60,5,5
5,2,2,0,0,100,5,65,15,15
5,2,3,0,0,101,5,70,28,28
5,2,4,0,0,105,13,74,34,34
5,2,5,0,0,93,15,66,30,30
5,2,6,0,0,86,13,66,30,30
5,2,7,0,0,80,11,66,21,18
5,2,8,0,0,71,11,53,21,18
5,2,9,0,0,59,11,44,21,18
5,2,10,0,0,55,13,43,21,15
5,2,11,0,0,60,11,43,14,9
5,2,12,0,0,66,14,50,10,5
5,2,13,0,0,70,14,50,11,6
5,2,14,0,0,69,15,50,11,6
5,2,15,0,0,79,18,59,10,1
5,2,16,0,0,83,14,60,10,1
5,2,17,0,0,79,26,39,6,1
5,2,18,0,0,61,13,48,10,1
5,2,19,0,0,60,14,40,8,1
5,2,20,0,0,61,11,40,8,1
5,2,21,0,0,55,11,40,5,1
5,2,22,0,0,56,10,39,4,1
5,2,23,0,0,60,5,49,5,5
5,3,0,0,0,68,5,55,5,5
5,3,1,0,0,78,5,61,5,5
5,3,2,0,0,81,5,65,11,11
5,3,3,0,0,85,5,68,20,20
5,3,4,0,0,84,9,66,28,28
5,3,5,0,0,74,11,64,24,24
5,3,6,0,0,61,14,58,11,10
5,3,7,0,0,53,10,46,10,1
5,3,8,0,0,48,10,40,10,3
5,3,9,0,0,51,9,40,11,4
5,3,10,0,0,53,10,40,11,4
5,3,11,0,0,58,10,45,8,4
5,3,12,0,0,61,11,50,9,3
5,3,13,0,0,63,10,53,6,3
5,3,14,0,0,68,14,49,5,1
5,3,15,0,0,69,14,51,4,3
5,3,16,0,0,71,15,53,10,3
5,3,17,0,0,60,15,41,8,3
5,3,18,0,0,55,13,43,8,3
5,3,19,0,0,58,16,44,8,3
5,3,20,0,0,59,11,48,6,3
5,3,21,0,0,56,14,46,5,3
5,3,22,0,0,59,9,48,5,3
5,3,23,0,0,61,6,59,5,5
5,4,0,0,0,92,5,74,5,5
5,4,1,0,0,102,5,80,4,5
5,4,2,0,0,112,5,90,7,7
5,4,3,0,0,121,5,88,12,11
5,4,4,0,0,112,11,72,18,18
5,4,5,0,0,112,15,86,13,13
5,4,6,0,0,116,12,91,19,19
5,4,7,0,0,114,12,86,19,1
5,4,8,0,0,108,13,78,20,1
5,4,9,0,0,102,13,71,21,2
5,4,10,0,0,96,14,66,17,2
5,4,11,0,0,90,14,64,16,2
5,4,12,0,0,89,14,61,17,2
5,4,13,0,0,96,14,63,18,2
5,4,14,0,0,101,15,66,20,2
5,4,15,0,0,110,14,73,15,2
5,4,16,0,0,114,14,72,17,2
5,4,17,0,0,111,19,66,18,2
5,4,18,0,0,102,13,59,13,2
5,4,19,0,0,91,10,48,12,2
5,4,20,0,0,85,9,48,6,2
5,4,21,0,0,79,10,42,5,2
5,4,22,0,0,70,10,40,5,3
5,4,23,0,0,77,6,48,5,5
5,5,0,0,0,85,6,56,5,5
5,5,1,0,0,75,5,50,5,5
5,5,2,0,0,37,5,23,5,5
5,5,3,0,0,24,5,18,5,5
5,5,4,0,0,23,6,18,5,5
5,5,5,0,0,27,7,24,5,5
5,5,6,0,0,38,8,32,5,5
5,5,7,0,0,30,6,21,5,5
5,5,8,0,0,27,7,20,5,5
5,5,9,0,0,29,9,21,5,5
5,5,10,0,0,35,11,24,6,6
5,5,11,0,0,38,11,27,9,9
5,5,12,0,0,56,12,38,12,12
5,5,13,0,0,69,12,50,17,17
5,5,14,0,0,87,15,60,18,18
5,5,15,0,0,117,18,83,12,3
5,5,16,0,0,124,19,83,9,2
5,5,17,0,0,143,20,95,10,2
5,5,18,0,0,160,20,99,9,2
5,5,19,0,0,174,16,107,8,2
5,5,20,0,0,181,17,111,6,2
5,5,21,0,0,195,17,124,4,2
5,5,22,0,0,200,16,123,5,2
5,5,23,0,0,226,25,143,5,5
5,6,0,0,0,234,12,148,5,5
5,6,1,0,0,241,8,153,5,5
5,6,2,0,0,249,6,160,5,5
5,6,3,0,0,253,6,162,5,5
5,6,4,0,0,245,5,154,5,5
5,6,5,0,0,212,5,111,5,5
5,6,6,0,0,188,6,99,5,5
5,6,7,0,0,148,5,84,5,2
5,6,8,0,0,98,5,58,5,2
5,6,9,0,0,86,8,50,5,2
5,6,10,0,0,78,7,45,5,2
5,6,11,0,0,73,8,37,5,1
5,6,12,0,0,73,9,38,5,1
5,6,13,0,0,71,10,40,5,1
5,6,14,0,0,75,12,45,6,1
5,6,15,0,0,81,12,50,5,1
5,6,16,0,0,82,17,51,5,0
5,6,17,0,0,86,20,51,8,1
5,6,18,0,0,80,13,53,6,1
5,6,19,0,0,74,16,50,8,1
5,6,20,0,0,81,14,55,12,2
5,6,21,0,0,82,15,56,11,3
5,6,22,0,0,82,16,56,12,2
5,6,23,0,0,98,9,66,6,5
6,0,0,0,0,87,6,62,5,4
6,0,1,0,0,93,5,75,5,4
6,0,2,0,0,99,5,68,9,8
6,0,3,0,0,94,5,60,14,13
6,0,4,0,0,96,9,60,18,17
6,0,5,0,0,99,13,64,20,17
6,0,6,0,0,93,14,57,22,20
6,0,7,0,0,83,12,60,29,27
6,0,8,0,0,70,13,53,32,30
6,0,9,0,0,69,11,55,35,33
6,0,10,0,0,67,11,53,37,37
6,0,11,0,0,63,10,46,32,32
6,0,12,0,0,67,14,51,36,34
6,0,13,0,0,73,12,53,40,28
6,0,14,0,0,85,13,61,44,29
6,0,15,0,0,92,12,62,42,5
6,0,16,0,0,93,11,66,39,4
6,0,17,0,0,84,10,63,31,2
6,0,18,0,0,77,11,57,26,2
6,0,19,0,0,75,10,51,23,2
6,0,20,0,0,70,12,42,16,2
6,0,21,0,0,60,8,36,12,2
6,0,22,0,0,56,9,33,7,2
6,0,23,0,0,63,6,41,5,5
6,1,0,0,0,69,5,49,5,5
6,1,1,0,0,74,5,53,5,5
6,1,2,0,0,68,5,62,7,7
6,1,3,0,0,75,5,53,9,9
6,1,4,0,0,75,11,53,20,20
6,1,5,0,0,72,16,56,33,33
6,1,6,0,0,72,14,57,40,40
6,1,7,0,0,69,15,57,39,9
6,1,8,0,0,70,15,58,40,9
6,1,9,0,0,70,13,57,41,9
6,1,10,0,0,66,12,52,35,9
6,1,11,0,0,66,13,42,33,9
6,1,12,0,0,68,13,54,38,11
6,1,13,0,0,76,14,55,40,11
6,1,14,0,0,76,14,58,43,11
6,1,15,0,0,81,12,58,37,4
6,1,16,0,0,79,12,56,28,4
6,1,17,0,0,78,11,56,21,3
6,1,18,0,0,70,11,46,14,2
6,1,19,0,0,62,9,39,11,2
6,1,20,0,0,56,7,36,12,9
6,1,21,0,0,50,11,31,10,7
6,1,22,0,0,49,7,33,10,7
6,1,23,0,0,70,8,44,6,6
6,2,0,0,0,80,9,49,5,5
6,2,1,0,0,78,5,44,5,5
6,2,2,0,0,78,5,45,6,6
6,2,3,0,0,76,5,50,14,10
6,2,4,0,0,73,13,55,24,19
6,2,5,0,0,76,16,56,25,21
6,2,6,0,0,75,11,59,24,21
6,2,7,0,0,80,10,68,34,18
6,2,8,0,0,84,11,73,41,20
6,2,9,0,0,74,10,61,38,21
6,2,10,0,0,74,11,64,33,20
6,2,11,0,0,78,11,69,28,13
6,2,12,0,0,65,25,65,28,14
6,2,13,0,0,81,13,60,28,13
6,2,14,0,0,78,11,60,26,9
6,2,15,0,0,76,20,51,16,1
6,2,16,0,0,71,13,56,13,1
6,2,17,0,0,66,10,44,11,1
6,2,18,0,0,51,10,35,10,1
6,2,19,0,0,40,9,29,10,1
6,2,20,0,0,38,9,25,8,1
6,2,21,0,0,35,9,25,5,1
6,2,22,0,0,31,9,24,5,1
6,2,23,0,0,43,5,40,19,5
6,3,0,0,0,50,5,39,5,5
6,3,1,0,0,50,5,38,5,5
6,3,2,0,0,54,5,44,5,5
6,3,3,0,0,58,5,45,9,9
6,3,4,0,0,65,13,55,21,21
6,3,5,0,0,70,16,66,35,35
6,3,6,0,0,73,14,68,40,40
6,3,7,0,0,70,14,64,55,4
6,3,8,0,0,73,15,64,46,4
6,3,9,0,0,74,14,63,41,4
6,3,10,0,0,70,13,58,31,4
6,3,11,0,0,75,15,61,31,4
6,3,12,0,0,79,14,65,30,4
6,3,13,0,0,85,14,69,33,3
6,3,14,0,0,86,14,70,33,3
6,3,15,0,0,84,13,69,26,3
6,3,16,0,0,88,13,69,19,1
6,3,17,0,0,83,14,61,18,1
6,3,18,0,0,70,11,56,14,1
6,3,19,0,0,69,11,53,14,1
6,3,20,0,0,50,8,38,9,1
6,3,21,0,0,41,10,34,8,1
6,3,22,0,0,36,11,33,6,1
6,3,23,0,0,51,8,41,5,5
6,4,0,0,0,56,5,45,5,5
6,4,1,0,0,58,5,45,5,5
6,4,2,0,0,63,5,49,5,5
6,4,3,0,0,68,5,53,9,9
6,4,4,0,0,65,10,51,18,18
6,4,5,0,0,65,9,55,30,30
6,4,6,0,0,71,9,49,35,35
6,4,7,0,0,71,15,58,35,1
6,4,8,0,0,68,16,60,39,1
6,4,9,0,0,78,14,61,34,1
6,4,10,0,0,75,15,56,40,1
6,4,11,0,0,75,15,53,45,1
6,4,12,0,0,75,15,56,48,1
6,4,13,0,0,80,15,61,49,1
6,4,14,0,0,81,15,63,50,1
6,4,15,0,0,76,14,65,38,3
6,4,16,0,0,81,10,68,34,3
6,4,17,0,0,75,10,64,33,3
6,4,18,0,0,65,10,45,24,3
6,4,19,0,0,58,11,38,20,3
6,4,20,0,0,50,10,34,10,3
6,4,21,0,0,45,10,34,8,3
6,4,22,0,0,45,11,34,6,3
6,4,23,0,0,54,5,48,5,5
6,5,0,0,0,45,5,30,5,5
6,5,1,0,0,36,5,23,5,5
6,5,2,0,0,31,5,21,5,5
6,5,3,0,0,18,5,10,5,5
6,5,4,0,0,18,5,10,5,5
6,5,5,0,0,20,5,16,5,5
6,5,6,0,0,26,6,23,8,8
6,5,7,0,0,24,9,20,9,3
6,5,8,0,0,25,10,20,14,3
6,5,9,0,0,28,10,21,19,3
6,5,10,0,0,33,14,26,28,3
6,5,11,0,0,40,15,33,30,3
6,5,12,0,0,50,15,43,40,3
6,5,13,0,0,63,13,50,48,3
6,5,14,0,0,73,15,64,51,3
6,5,15,0,0,74,21,55,45,0
6,5,16,0,0,85,16,66,38,0
6,5,17,0,0,98,15,74,35,0
6,5,18,0,0,101,15,78,35,0
6,5,19,0,0,100,13,71,30,0
6,5,20,0,0,94,14,63,31,0
6,5,21,0,0,93,14,59,28,0
6,5,22,0,0,95,15,63,26,0
6,5,23,0,0,108,13,73,18,18
6,6,0,0,0,118,13,83,13,13
6,6,1,0,0,125,9,76,10,10
6,6,2,0,0,124,5,68,8,8
6,6,3,0,0,113,5,55,6,6
6,6,4,0,0,81,5,38,5,5
6,6,5,0,0,45,5,16,5,5
6,6,6,0,0,40,5,19,5,5
6,6,7,0,0,29,5,20,5,0
6,6,8,0,0,24,6,18,5,0
6,6,9,0,0,21,8,15,5,0
6,6,10,0,0,25,9,18,5,0
6,6,11,0,0,29,10,21,5,1
6,6,12,0,0,38,10,29,6,1
6,6,13,0,0,50,11,40,10,3
6,6,14,0,0,63,15,53,21,1
6,6,15,0,0,69,15,56,21,0
6,6,16,0,0,70,13,63,16,0
6,6,17,0,0,80,15,60,16,0
6,6,18,0,0,78,11,54,18,0
6,6,19,0,0,75,14,61,18,0
6,6,20,0,0,78,14,68,18,0
6,6,21,0,0,84,15,78,13,0
6,6,22,0,0,89,15,80,10,0
6,6,23,0,0,90,13,75,5,4
7,0,0,0,0,103,10,75,5,5
7,0,1,0,0,98,6,69,5,5
7,0,2,0,0,101,5,61,6,6
7,0,3,0,0,90,6,58,9,9
7,0,4,0,0,90,9,59,19,19
7,0,5,0,0,83,11,59,31,31
7,0,6,0,0,79,11,64,36,36
7,0,7,0,0,79,14,64,34,5
7,0,8,0,0,80,13,64,40,5
7,0,9,0,0,75,11,60,45,5
7,0,10,0,0,70,11,58,48,5
7,0,11,0,0,70,13,58,50,5
7,0,12,0,0,73,11,60,46,6
7,0,13,0,0,75,13,63,48,6
7,0,14,0,0,78,15,65,46,5
7,0,15,0,0,93,13,71,45,5
7,0,16,0,0,105,11,78,30,5
7,0,17,0,0,106,8,76,19,5
7,0,18,0,0,104,9,70,10,4
7,0,19,0,0,93,10,63,6,4
7,0,20,0,0,86,8,58,5,4
