bwt_month,bwt_day,bwt_hour,cv_time_avg,xcv_time_avg,pv_time_avg,xpv_time_avg,pv_ready_lanes_time_avg,ped_time_avg,ped_ready_lanes_time_avg
7,0,21,0,0,85,9,50,5,4
7,0,22,0,0,86,6,45,5,4
7,0,23,0,0,94,8,54,5,5
7,1,0,0,0,98,6,60,5,5
7,1,1,0,0,89,5,55,5,5
7,1,2,0,0,80,5,49,5,5
7,1,3,0,0,73,9,51,10,10
7,1,4,0,0,78,8,51,21,21
7,1,5,0,0,80,13,59,31,31
7,1,6,0,0,83,14,64,38,38
7,1,7,0,0,76,15,60,40,11
7,1,8,0,0,78,15,63,33,5
7,1,9,0,0,71,14,56,30,3
7,1,10,0,0,71,15,60,38,5
7,1,11,0,0,78,15,65,55,23
7,1,12,0,0,85,15,70,45,10
7,1,13,0,0,83,14,71,45,10
7,1,14,0,0,90,14,75,46,10
7,1,15,0,0,105,11,85,19,5
7,1,16,0,0,101,10,79,11,4
7,1,17,0,0,93,10,78,5,3
7,1,18,0,0,93,9,71,5,3
7,1,19,0,0,85,10,60,5,3
7,1,20,0,0,74,9,51,5,3
7,1,21,0,0,60,10,41,5,3
7,1,22,0,0,60,9,46,5,3
7,1,23,0,0,60,8,43,5,5
7,2,0,0,0,38,5,29,5,5
7,2,1,0,0,40,5,29,5,5
7,2,2,0,0,36,5,27,5,5
7,2,3,0,0,42,5,34,5,5
7,2,4,0,0,46,7,40,19,19
7,2,5,0,0,59,10,51,35,35
7,2,6,0,0,68,11,60,44,44
7,2,7,0,0,69,14,59,39,4
7,2,8,0,0,69,14,60,37,4
7,2,9,0,0,67,15,56,42,4
7,2,10,0,0,69,15,47,52,4
7,2,11,0,0,72,14,63,51,4
7,2,12,0,0,74,14,65,55,4
7,2,13,0,0,78,12,68,57,4
7,2,14,0,0,80,14,68,58,4
7,2,15,0,0,87,10,71,43,3
7,2,16,0,0,85,9,71,33,3
7,2,17,0,0,82,10,64,23,3
7,2,18,0,0,74,11,61,17,3
7,2,19,0,0,70,10,53,12,3
7,2,20,0,0,66,11,51,12,3
7,2,21,0,0,61,9,40,5,3
7,2,22,0,0,57,9,36,5,3
7,2,23,0,0,64,6,42,5,5
7,3,0,0,0,55,6,35,5,5
7,3,1,0,0,33,5,20,5,5
7,3,2,0,0,37,5,25,5,5
7,3,3,0,0,40,5,28,8,8
7,3,4,0,0,48,7,41,23,23
7,3,5,0,0,50,9,42,41,41
7,3,6,0,0,58,11,49,50,45
7,3,7,0,0,59,13,48,43,3
7,3,8,0,0,63,14,53,48,3
7,3,9,0,0,67,13,57,48,3
7,3,10,0,0,71,14,62,52,3
7,3,11,0,0,73,14,64,53,3
7,3,12,0,0,75,15,66,57,3
7,3,13,0,0,81,14,71,62,3
7,3,14,0,0,86,15,75,66,3
7,3,15,0,0,87,11,78,56,2
7,3,16,0,0,83,14,76,47,1
7,3,17,0,0,75,14,69,43,1
7,3,18,0,0,67,13,55,35,1
7,3,19,0,0,61,13,48,34,1
7,3,20,0,0,58,13,43,28,1
7,3,21,0,0,59,10,40,17,1
7,3,22,0,0,56,11,40,9,4
7,3,23,0,0,58,8,50,5,5
7,4,0,0,0,49,5,40,5,5
7,4,1,0,0,35,5,23,5,5
7,4,2,0,0,22,5,15,4,5
7,4,3,0,0,34,5,27,10,10
7,4,4,0,0,44,9,37,22,22
7,4,5,0,0,59,9,52,35,35
7,4,6,0,0,67,11,63,46,46
7,4,7,0,0,73,15,64,47,12
7,4,8,0,0,81,15,71,52,12
7,4,9,0,0,87,13,76,56,12
7,4,10,0,0,99,14,82,62,15
7,4,11,0,0,106,13,92,70,15
7,4,12,0,0,112,14,98,80,15
7,4,13,0,0,124,14,107,82,15
7,4,14,0,0,130,14,107,81,15
7,4,15,0,0,129,15,109,76,1
7,4,16,0,0,126,11,105,65,1
7,4,17,0,0,113,14,93,43,1
7,4,18,0,0,99,13,79,27,1
7,4,19,0,0,85,33,66,18,1
7,4,20,0,0,76,9,55,16,1
7,4,21,0,0,65,11,46,16,1
7,4,22,0,0,60,18,45,16,1
7,4,23,0,0,62,5,51,5,5
7,5,0,0,0,51,5,41,5,5
7,5,1,0,0,40,6,35,5,5
7,5,2,0,0,34,5,30,5,5
7,5,3,0,0,19,5,15,5,5
7,5,4,0,0,24,5,19,5,5
7,5,5,0,0,31,5,25,5,5
7,5,6,0,0,25,5,20,10,9
7,5,7,0,0,25,5,16,16,3
7,5,8,0,0,28,9,24,16,3
7,5,9,0,0,31,10,28,23,3
7,5,10,0,0,36,14,30,26,3
7,5,11,0,0,46,14,34,29,3
7,5,12,0,0,49,14,43,30,3
7,5,13,0,0,58,14,49,35,3
7,5,14,0,0,70,15,56,40,3
7,5,15,0,0,75,16,65,36,0
7,5,16,0,0,81,15,73,31,0
7,5,17,0,0,81,15,73,24,0
7,5,18,0,0,83,15,71,19,0
7,5,19,0,0,85,14,73,15,0
7,5,20,0,0,83,13,59,13,0
7,5,21,0,0,78,14,63,10,0
7,5,22,0,0,83,15,65,6,0
7,5,23,0,0,90,15,66,5,5
7,6,0,0,0,89,10,70,5,5
7,6,1,0,0,85,9,64,5,5
7,6,2,0,0,70,6,53,5,5
7,6,3,0,0,41,6,28,5,5
7,6,4,0,0,24,5,19,5,5
7,6,5,0,0,23,5,16,13,13
7,6,6,0,0,24,6,19,5,5
7,6,7,0,0,16,5,13,5,3
7,6,8,0,0,21,5,14,6,4
7,6,9,0,0,29,8,20,8,6
7,6,10,0,0,34,10,25,10,9
7,6,11,0,0,41,11,30,15,11
7,6,12,0,0,50,13,38,21,14
7,6,13,0,0,56,14,49,28,15
7,6,14,0,0,65,14,51,29,8
7,6,15,0,0,73,13,60,13,1
7,6,16,0,0,75,11,60,9,0
7,6,17,0,0,85,9,60,9,0
7,6,18,0,0,85,9,55,11,0
7,6,19,0,0,80,10,49,10,0
7,6,20,0,0,85,10,55,9,0
7,6,21,0,0,89,13,56,6,0
7,6,22,0,0,89,10,58,6,0
7,6,23,0,0,99,10,70,5,5
8,0,0,0,0,203,14,140,15,4
8,0,1,0,0,215,16,146,14,4
8,0,2,0,0,218,18,145,16,4
8,0,3,0,0,225,16,139,24,4
8,0,4,0,0,230,18,134,32,4
8,0,5,0,0,234,24,140,42,4
8,0,6,0,0,227,21,133,43,4
8,0,7,0,0,213,19,134,42,4
8,0,8,0,0,212,18,137,55,5
8,0,9,0,0,200,16,118,60,14
8,0,10,0,0,178,16,118,62,5
8,0,11,0,0,160,15,106,64,5
8,0,12,0,0,150,19,102,64,5
8,0,13,0,0,158,16,98,57,5
8,0,14,0,0,148,17,94,56,5
8,0,15,0,0,142,13,93,50,5
8,0,16,0,0,140,12,92,43,5
8,0,17,0,0,120,13,79,43,5
8,0,18,0,0,113,11,84,34,4
8,0,19,0,0,113,14,84,33,4
8,0,20,0,0,111,10,80,29,4
8,0,21,0,0,105,9,83,22,2
8,0,22,0,0,101,10,77,16,2
8,0,23,0,0,110,7,80,8,5
8,1,0,0,0,108,5,73,5,5
8,1,1,0,0,114,5,68,5,5
8,1,2,0,0,116,5,60,5,5
8,1,3,0,0,111,5,55,13,5
8,1,4,0,0,119,6,61,28,5
8,1,5,0,0,106,6,68,41,5
8,1,6,0,0,96,8,68,44,5
8,1,7,0,0,88,9,61,48,4
8,1,8,0,0,96,13,74,54,4
8,1,9,0,0,98,11,78,53,4
8,1,10,0,0,105,14,83,53,4
8,1,11,0,0,98,13,80,51,4
8,1,12,0,0,94,15,80,53,4
8,1,13,0,0,90,14,80,64,4
8,1,14,0,0,90,15,80,64,4
8,1,15,0,0,95,13,80,58,4
8,1,16,0,0,90,13,79,45,4
8,1,17,0,0,86,11,76,44,4
8,1,18,0,0,80,11,71,36,3
8,1,19,0,0,73,10,64,35,3
8,1,20,0,0,71,11,65,36,4
8,1,21,0,0,56,10,56,20,3
8,1,22,0,0,51,10,51,16,4
8,1,23,0,0,58,8,54,8,5
8,2,0,0,0,53,5,46,5,5
8,2,1,0,0,40,5,34,5,5
8,2,2,0,0,41,5,35,5,5
8,2,3,0,0,51,5,40,18,5
8,2,4,0,0,56,6,48,29,5
8,2,5,0,0,65,10,56,35,5
8,2,6,0,0,65,9,47,35,5
8,2,7,0,0,69,11,56,49,4
8,2,8,0,0,63,13,53,51,4
8,2,9,0,0,66,10,58,55,4
8,2,10,0,0,71,14,63,59,4
8,2,11,0,0,75,14,66,63,4
8,2,12,0,0,88,14,71,78,4
8,2,13,0,0,88,14,76,78,4
8,2,14,0,0,93,15,76,79,4
8,2,15,0,0,94,14,83,71,1
8,2,16,0,0,90,13,88,64,1
8,2,17,0,0,86,14,79,59,1
8,2,18,0,0,75,15,65,40,1
8,2,19,0,0,59,13,49,24,1
8,2,20,0,0,56,11,51,19,1
8,2,21,0,0,53,14,54,9,1
8,2,22,0,0,54,14,51,6,1
8,2,23,0,0,48,8,46,5,5
8,3,0,0,0,40,5,34,5,5
8,3,1,0,0,38,5,33,5,5
8,3,2,0,0,38,5,31,9,5
8,3,3,0,0,46,8,35,16,5
8,3,4,0,0,49,8,41,29,5
8,3,5,0,0,61,10,53,39,5
8,3,6,0,0,64,11,55,48,5
8,3,7,0,0,56,13,46,50,3
8,3,8,0,0,63,14,54,59,3
8,3,9,0,0,71,13,60,59,3
8,3,10,0,0,75,14,66,56,3
8,3,11,0,0,75,15,60,55,3
8,3,12,0,0,85,14,73,56,3
8,3,13,0,0,85,14,73,63,3
8,3,14,0,0,88,15,75,65,3
8,3,15,0,0,89,13,83,78,3
8,3,16,0,0,75,15,64,48,3
8,3,17,0,0,70,15,60,31,1
8,3,18,0,0,69,14,40,14,1
8,3,19,0,0,46,13,34,9,1
8,3,20,0,0,44,11,39,14,1
8,3,21,0,0,44,13,36,11,1
8,3,22,0,0,43,13,38,11,1
8,3,23,0,0,43,9,35,11,5
8,4,0,0,0,26,5,21,5,5
8,4,1,0,0,26,5,21,5,5
8,4,2,0,0,34,5,30,9,5
8,4,3,0,0,51,5,41,20,5
8,4,4,0,0,54,6,46,28,5
8,4,5,0,0,63,9,55,38,5
8,4,6,0,0,66,10,60,35,5
8,4,7,0,0,65,14,61,49,4
8,4,8,0,0,65,15,58,53,4
8,4,9,0,0,70,14,60,56,4
8,4,10,0,0,75,15,65,60,4
8,4,11,0,0,80,14,74,66,4
8,4,12,0,0,88,15,69,68,4
8,4,13,0,0,90,18,80,76,4
8,4,14,0,0,91,19,83,76,4
8,4,15,0,0,91,20,94,68,5
8,4,16,0,0,98,15,105,34,5
8,4,17,0,0,85,14,74,33,5
8,4,18,0,0,71,14,56,31,5
8,4,19,0,0,65,14,46,26,5
8,4,20,0,0,60,14,40,20,5
8,4,21,0,0,64,14,45,21,4
8,4,22,0,0,61,13,48,18,3
8,4,23,0,0,68,10,48,9,4
8,5,0,0,0,59,11,43,5,4
8,5,1,0,0,35,7,30,5,4
8,5,2,0,0,30,7,20,5,4
8,5,3,0,0,24,7,16,5,4
8,5,4,0,0,27,7,20,5,4
8,5,5,0,0,38,7,27,8,3
8,5,6,0,0,45,7,33,9,4
8,5,7,0,0,42,10,30,11,3
8,5,8,0,0,36,12,30,19,3
8,5,9,0,0,44,13,34,24,3
8,5,10,0,0,42,13,32,25,8
8,5,11,0,0,50,13,40,30,6
8,5,12,0,0,61,12,50,40,3
8,5,13,0,0,75,16,62,47,2
8,5,14,0,0,83,16,68,53,2
8,5,15,0,0,93,16,77,44,1
8,5,16,0,0,100,18,69,44,1
8,5,17,0,0,108,16,93,41,1
8,5,18,0,0,129,18,110,40,0
8,5,19,0,0,142,22,99,34,0
8,5,20,0,0,143,21,105,21,0
8,5,21,0,0,150,22,106,16,0
8,5,22,0,0,150,24,100,14,0
8,5,23,0,0,155,24,109,11,3
8,6,0,0,0,160,21,110,10,3
8,6,1,0,0,160,20,113,10,3
8,6,2,0,0,149,11,111,10,3
8,6,3,0,0,135,10,92,13,4
8,6,4,0,0,117,13,68,11,4
8,6,5,0,0,96,9,63,7,5
8,6,6,0,0,87,11,59,6,5
8,6,7,0,0,89,9,63,7,4
8,6,8,0,0,94,11,69,7,5
8,6,9,0,0,105,12,76,11,5
8,6,10,0,0,118,18,90,15,5
8,6,11,0,0,129,15,101,20,4
8,6,12,0,0,140,16,111,27,5
8,6,13,0,0,159,18,124,41,5
8,6,14,0,0,171,21,140,52,5
8,6,15,0,0,169,14,138,34,3
8,6,16,0,0,172,16,148,29,2
8,6,17,0,0,180,14,152,23,2
8,6,18,0,0,184,13,144,22,2
8,6,19,0,0,184,14,136,22,3
8,6,20,0,0,187,19,132,24,3
8,6,21,0,0,188,21,128,16,1
8,6,22,0,0,188,24,122,17,1
8,6,23,0,0,199,22,138,15,5
9,0,0,0,0,114,5,74,5,5
9,0,1,0,0,104,5,63,5,5
9,0,2,0,0,93,5,60,5,5
9,0,3,0,0,74,6,49,10,5
9,0,4,0,0,70,8,45,18,5
9,0,5,0,0,73,10,44,23,5
9,0,6,0,0,68,10,40,20,5
9,0,7,0,0,61,11,40,23,5
9,0,8,0,0,54,11,39,28,5
9,0,9,0,0,55,13,43,35,5
9,0,10,0,0,56,14,41,43,5
9,0,11,0,0,65,15,50,45,5
9,0,12,0,0,83,18,64,53,5
9,0,13,0,0,101,16,76,55,5
9,0,14,0,0,106,19,86,66,5
9,0,15,0,0,114,14,94,64,5
9,0,16,0,0,124,9,98,59,5
9,0,17,0,0,130,13,98,59,5
9,0,18,0,0,126,14,95,58,5
9,0,19,0,0,124,14,91,50,5
9,0,20,0,0,123,13,86,48,5
9,0,21,0,0,118,10,83,48,5
9,0,22,0,0,118,8,83,39,4
9,0,23,0,0,118,9,81,21,5
9,1,0,0,0,106,6,68,9,5
9,1,1,0,0,64,5,30,6,5
9,1,2,0,0,45,5,28,7,5
9,1,3,0,0,52,6,35,18,5
9,1,4,0,0,58,6,45,26,5
9,1,5,0,0,51,9,39,35,16
9,1,6,0,0,49,9,38,36,17
9,1,7,0,0,41,14,31,35,14
9,1,8,0,0,45,13,35,40,14
9,1,9,0,0,52,12,44,50,14
9,1,10,0,0,62,13,49,54,14
9,1,11,0,0,66,11,52,60,14
9,1,12,0,0,76,13,63,60,14
9,1,13,0,0,80,15,70,60,14
9,1,14,0,0,86,15,73,62,14
9,1,15,0,0,90,11,73,50,5
9,1,16,0,0,87,11,70,38,5
9,1,17,0,0,84,10,64,35,5
9,1,18,0,0,80,11,59,35,5
9,1,19,0,0,78,9,59,36,5
9,1,20,0,0,76,9,58,32,5
9,1,21,0,0,73,11,52,14,4
9,1,22,0,0,68,11,50,10,4
9,1,23,0,0,71,7,57,7,5
9,2,0,0,0,48,5,39,5,5
9,2,1,0,0,46,5,35,5,5
9,2,2,0,0,43,5,32,7,5
9,2,3,0,0,43,6,31,12,5
9,2,4,0,0,53,9,42,25,5
9,2,5,0,0,58,9,46,34,5
9,2,6,0,0,56,11,39,38,5
9,2,7,0,0,41,12,31,35,5
9,2,8,0,0,43,10,36,42,5
9,2,9,0,0,48,10,41,48,5
9,2,10,0,0,57,14,50,54,5
9,2,11,0,0,62,14,55,56,5
9,2,12,0,0,71,13,63,58,5
9,2,13,0,0,89,15,76,66,5
9,2,14,0,0,108,12,88,73,5
9,2,15,0,0,101,10,83,71,3
9,2,16,0,0,92,12,71,53,3
9,2,17,0,0,82,13,59,34,3
9,2,18,0,0,72,11,52,22,1
9,2,19,0,0,63,12,47,17,1
9,2,20,0,0,63,11,50,17,1
9,2,21,0,0,57,10,49,11,1
9,2,22,0,0,57,11,49,7,1
9,2,23,0,0,60,6,51,5,5
9,3,0,0,0,56,5,48,5,5
9,3,1,0,0,39,5,31,5,5
9,3,2,0,0,36,5,28,5,5
9,3,3,0,0,34,5,28,5,5
9,3,4,0,0,39,6,34,16,5
9,3,5,0,0,40,8,35,26,5
9,3,6,0,0,43,9,38,26,5
9,3,7,0,0,43,14,36,30,1
9,3,8,0,0,39,15,33,33,1
9,3,9,0,0,48,15,39,40,1
9,3,10,0,0,55,13,48,48,1
9,3,11,0,0,65,15,58,56,1
9,3,12,0,0,68,14,59,56,1
9,3,13,0,0,76,16,69,60,1
9,3,14,0,0,80,16,71,61,1
9,3,15,0,0,80,14,71,54,3
9,3,16,0,0,76,9,65,38,1
9,3,17,0,0,73,13,56,30,1
9,3,18,0,0,70,11,59,21,1
9,3,19,0,0,70,10,59,21,1
9,3,20,0,0,68,13,60,28,1
9,3,21,0,0,68,11,58,19,1
9,3,22,0,0,66,11,58,9,1
9,3,23,0,0,68,10,60,5,5
9,4,0,0,0,54,5,43,5,5
9,4,1,0,0,25,5,21,5,5
9,4,2,0,0,24,5,23,5,5
9,4,3,0,0,35,5,31,14,5
9,4,4,0,0,44,5,39,29,5
9,4,5,0,0,58,9,54,38,5
9,4,6,0,0,58,9,56,50,5
9,4,7,0,0,54,15,45,50,1
9,4,8,0,0,46,15,40,43,1
9,4,9,0,0,50,16,41,48,1
9,4,10,0,0,58,13,50,48,1
9,4,11,0,0,63,16,55,56,1
9,4,12,0,0,73,15,63,60,1
9,4,13,0,0,88,18,75,71,1
9,4,14,0,0,98,19,85,74,1
9,4,15,0,0,91,13,75,63,0
9,4,16,0,0,81,14,69,60,0
9,4,17,0,0,85,14,66,46,0
9,4,18,0,0,78,14,54,34,0
9,4,19,0,0,69,13,40,28,0
9,4,20,0,0,65,14,39,23,0
9,4,21,0,0,65,11,36,15,0
9,4,22,0,0,56,13,31,10,0
9,4,23,0,0,39,8,29,5,5
9,5,0,0,0,16,5,15,5,5
9,5,1,0,0,15,5,15,5,5
9,5,2,0,0,11,5,11,5,5
9,5,3,0,0,13,5,13,5,5
9,5,4,0,0,20,5,19,9,5
9,5,5,0,0,33,5,30,9,5
9,5,6,0,0,36,5,26,11,5
9,5,7,0,0,46,9,36,16,5
9,5,8,0,0,49,10,38,24,5
9,5,9,0,0,54,11,43,31,5
9,5,10,0,0,55,11,43,40,5
9,5,11,0,0,61,13,53,48,5
9,5,12,0,0,66,13,54,48,5
9,5,13,0,0,74,14,64,55,5
9,5,14,0,0,76,14,64,64,5
9,5,15,0,0,85,16,76,49,0
9,5,16,0,0,88,16,76,53,0
9,5,17,0,0,103,19,83,50,0
9,5,18,0,0,113,16,71,48,0
9,5,19,0,0,125,19,76,40,0
9,5,20,0,0,136,19,88,31,0
9,5,21,0,0,154,19,81,28,1
9,5,22,0,0,159,19,83,20,1
9,5,23,0,0,160,25,100,8,4
9,6,0,0,0,114,11,81,11,4
9,6,1,0,0,100,9,65,9,4
9,6,2,0,0,88,8,33,8,4
9,6,3,0,0,63,6,19,8,4
9,6,4,0,0,44,6,25,8,4
9,6,5,0,0,36,6,23,8,4
9,6,6,0,0,38,6,24,9,5
9,6,7,0,0,35,10,25,8,5
9,6,8,0,0,39,13,28,10,5
9,6,9,0,0,45,11,34,18,5
9,6,10,0,0,55,13,40,24,5
9,6,11,0,0,55,13,44,29,5
9,6,12,0,0,74,14,56,41,5
9,6,13,0,0,84,14,68,48,5
9,6,14,0,0,111,16,88,45,4
9,6,15,0,0,128,31,79,34,3
9,6,16,0,0,146,15,104,33,4
9,6,17,0,0,148,14,101,22,4
9,6,18,0,0,148,14,95,31,4
9,6,19,0,0,136,13,89,29,3
9,6,20,0,0,139,19,88,26,3
9,6,21,0,0,139,16,93,20,0
9,6,22,0,0,136,15,93,14,1
9,6,23,0,0,133,8,86,8,5
10,0,0,0,0,75,5,61,5,5
10,0,1,0,0,60,5,48,5,5
10,0,2,0,0,48,5,33,5,5
10,0,3,0,0,48,5,33,10,10
10,0,4,0,0,40,6,29,19,19
10,0,5,0,0,41,11,31,24,24
10,0,6,0,0,50,13,38,29,24
10,0,7,0,0,58,18,51,34,14
10,0,8,0,0,60,15,54,40,14
10,0,9,0,0,61,11,55,39,14
10,0,10,0,0,64,14,59,45,18
10,0,11,0,0,75,13,68,53,18
10,0,12,0,0,85,14,71,61,21
10,0,13,0,0,108,16,94,64,23
10,0,14,0,0,133,23,115,64,23
10,0,15,0,0,124,10,103,61,3
10,0,16,0,0,124,14,98,53,3
10,0,17,0,0,110,10,80,41,3
