time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-12-23T11:11:02.970Z,44.82633333,-123.7868333,48.58,2.53,ml,25,123,,0.16,uw,uw61507661,2019-02-23T20:22:42.040Z,"15km NE of Siletz, Oregon",earthquake,0.37,0.69,0.097998479,15,reviewed,uw,uw
2018-11-23T05:35:48.110Z,45.3623,-116.1946,10,3,ml,,65,0.307,0.9,us,us1000hvlk,2019-02-02T20:02:25.040Z,"50km N of McCall, Idaho",earthquake,3.4,2,0.048,58,reviewed,us,us
2018-11-19T11:09:13.050Z,47.698,-123.5516667,39.32,4.07,ml,53,62,,0.24,uw,uw61504942,2019-02-02T20:02:25.040Z,"33km NE of Quinault Census Designated Place, Washington",earthquake,0.35,0.38,0.174372415,40,reviewed,uw,uw
2018-10-30T17:59:43.340Z,48.437,-122.5671667,5.63,2.89,ml,22,69,,0.33,uw,uw61500202,2019-01-21T14:29:40.040Z,"9km SSE of Anacortes, Washington",earthquake,0.48,1.26,0.233442423,16,reviewed,uw,uw
2018-10-30T07:45:01.460Z,47.2545,-122.5416667,57.22,2.83,ml,60,47,,0.37,uw,uw61434702,2019-01-21T14:29:39.040Z,"2km NNE of University Place, Washington",earthquake,0.54,0.9,0.179200263,47,reviewed,uw,uw
2018-10-09T22:34:00.400Z,46.1031667,-120.4206667,17.53,2.89,ml,29,62,0.2072,0.18,uw,uw61436236,2018-12-21T21:15:48.040Z,"31km SSW of Toppenish, Washington",earthquake,0.36,0.78,0.196,15,reviewed,uw,uw
2018-10-01T00:31:15.910Z,42.0223333,-124.2715,16.22,2.99,ml,12,173,0.05672,0.27,uw,uw61424827,2018-12-14T20:32:38.040Z,"3km SSE of Brookings, Oregon",earthquake,1.11,0.96,0.204,10,reviewed,uw,uw
2018-09-25T13:18:50.110Z,45.6766667,-122.8965,22.71,2.56,ml,43,38,0.1266,0.11,uw,uw61422757,2018-12-01T16:45:12.040Z,"8km S of Scappoose, Oregon",earthquake,0.18,0.41,0.101,23,reviewed,uw,uw
2018-09-17T00:08:26.690Z,45.1358333,-122.9721667,40.89,2.83,ml,45,30,0.1447,0.24,uw,uw61419862,2018-11-27T15:51:56.040Z,"6km WNW of Gervais, Oregon",earthquake,0.31,0.38,0.183,25,reviewed,uw,uw
2018-09-09T12:55:44.500Z,48.275,-123.0391667,23.09,3.26,ml,48,45,0.2016,0.24,uw,uw61426956,2018-11-19T11:32:59.696Z,"22km NNE of Sequim, Washington",earthquake,0.31,0.94,0.217,34,reviewed,uw,uw
2018-09-08T14:17:50.380Z,42.2935,-124.6693333,21.05,2.76,ml,9,264,0.2409,0.12,uw,uw61426681,2018-11-09T21:54:45.040Z,"23km WSW of Gold Beach, Oregon",earthquake,0.88,0.33,0.265,9,reviewed,uw,uw
2018-08-30T23:38:18.160Z,44.8213333,-122.2221667,3.78,2.57,ml,4,255,1.001,0.08,uw,uw61424371,2018-11-07T18:37:07.040Z,"21km ENE of Mill City, Oregon",earthquake,10.57,31.61,0.376,2,reviewed,uw,uw
2018-07-29T15:09:48.860Z,45.8288,-116.9943,3.44,2.7,ml,,241,0.218,0.54,us,us2000ggr9,2018-10-09T16:43:30.040Z,"49km NNE of Enterprise, Oregon",earthquake,1.9,6.5,0.194,6,reviewed,uw,uw
2018-07-20T06:25:41.470Z,46.6238333,-120.5245,14.92,2.68,ml,29,105,0.09746,0.15,uw,uw61399397,2018-10-04T14:15:35.040Z,"2km NNW of Yakima, Washington",earthquake,0.31,0.63,0.127,13,reviewed,uw,uw
2018-07-18T17:54:18.790Z,46.9115,-121.9761667,12.48,2.5,ml,32,72,0.07228,0.13,uw,uw61410081,2018-10-04T14:15:35.040Z,"22km ENE of Eatonville, Washington",earthquake,0.23,0.5,0.222,23,reviewed,uw,uw
2018-07-16T11:02:23.190Z,46.6228333,-120.52,14.79,2.53,ml,16,113,0.09665,0.18,uw,uw61409041,2019-03-17T13:51:49.708Z,"2km NNW of Yakima, Washington",earthquake,0.44,0.95,0.038,4,reviewed,uw,uw
2018-07-15T11:37:30.990Z,47.275,-122.1218333,27.13,2.56,ml,45,43,0.1256,0.32,uw,uw61408761,2018-10-02T16:40:42.040Z,"6km SSW of Lake Morton-Berrydale, Washington",earthquake,0.45,0.91,0.205,36,reviewed,uw,uw
2018-07-14T00:11:05.350Z,46.6238333,-120.5246667,14.61,2.61,ml,30,105,0.09745,0.15,uw,uw61408296,2018-10-02T16:40:40.040Z,"2km NNW of Yakima, Washington",earthquake,0.26,0.49,0.133,19,reviewed,uw,uw
2018-07-13T08:50:41.470Z,46.6196667,-120.5261667,14.96,2.56,ml,28,105,0.09324,0.14,uw,uw61408031,2018-10-02T16:40:37.040Z,"2km NW of Yakima, Washington",earthquake,0.29,0.61,0.127,13,reviewed,uw,uw
2018-07-11T12:09:45.720Z,44.613,-124.3475,25.41,3,ml,17,229,0.2154,0.08,uw,uw61395262,2018-10-02T16:40:34.040Z,"23km W of Newport, Oregon",earthquake,0.41,0.53,0.242,12,reviewed,uw,uw
2018-06-16T19:18:33.970Z,47.7546667,-124.8201667,40.48,2.62,ml,24,209,,0.54,uw,uw61386717,2018-09-07T17:47:07.040Z,"39km WSW of Forks, Washington",earthquake,3.02,0.95,0.169,16,reviewed,uw,uw
2018-06-09T10:46:35.050Z,48.417,-124.647,35.91,2.68,ml,20,142,0.0603,0.31,uw,uw61383747,2018-08-29T16:36:10.040Z,"5km NNW of Neah Bay, Washington",earthquake,0.7,0.84,0.204,23,reviewed,uw,uw
2018-06-08T17:09:35.370Z,48.8251667,-123.207,58.21,3.19,ml,26,47,0.05511,0.19,uw,uw61383502,2018-08-29T16:35:48.040Z,"20km SSW of Point Roberts, Washington",earthquake,0.46,0.8,0.137,18,reviewed,uw,uw
2018-05-30T22:20:45.600Z,47.8026667,-122.3193333,25,2.73,ml,41,37,0.02863,0.16,uw,uw61394441,2019-04-05T04:32:10.992Z,"1km NNW of Mountlake Terrace, Washington",earthquake,0.28,0.38,0.168,37,reviewed,uw,uw
2018-05-28T02:08:28.730Z,46.0455,-122.1278333,12.12,2.97,ml,48,35,0.06258,0.15,uw,uw61379272,2018-08-28T16:27:27.040Z,"28km ENE of Amboy, Washington",earthquake,0.24,0.63,0.172,26,reviewed,uw,uw
2018-05-25T07:25:54.060Z,46.3955,-123.2906667,16.34,2.95,ml,43,40,0.08999,0.18,uw,uw61392776,2018-08-21T21:23:50.040Z,"22km NNE of Cathlamet, Washington",earthquake,0.28,1.13,0.148,28,reviewed,uw,uw
2018-05-20T03:35:59.450Z,47.5445,-122.6946667,52.96,2.67,ml,49,37,0.06303,0.22,uw,uw61390681,2018-08-15T19:46:59.040Z,"2km WSW of Navy Yard City, Washington",earthquake,0.38,0.65,0.204,40,reviewed,uw,uw
2018-04-29T17:55:29.440Z,47.238,-120.7653333,1.43,3.32,ml,22,52,0.06942,0.09,uw,uw61382986,2018-07-25T21:38:03.040Z,"14km ENE of Cle Elum, Washington",earthquake,0.23,0.82,0.161,13,reviewed,uw,uw
2018-04-22T12:00:30.430Z,47.2221667,-120.5118333,2.32,2.68,ml,27,71,0.1102,0.24,uw,uw61364792,2018-07-17T02:05:35.040Z,"25km N of Ellensburg, Washington",earthquake,0.39,0.98,0.088,7,reviewed,uw,uw
2018-04-15T03:45:41.250Z,44.9455,-122.7558333,18.38,3.08,ml,36,41,0.1508,0.23,uw,uw61363027,2019-03-06T18:00:54.748Z,"6km SSE of Silverton, Oregon",earthquake,0.33,1.1,0.172,24,reviewed,uw,uw
2018-04-12T06:39:58.780Z,46.937,-121.9645,12,2.99,ml,49,76,0.009708,0.16,uw,uw61362202,2018-08-11T03:34:24.689Z,"24km ENE of Eatonville, Washington",earthquake,0.2,0.51,0.207,33,reviewed,uw,uw
2018-03-20T14:50:31.300Z,48.1585,-122.7491667,21.72,2.61,ml,26,38,0.1521,0.2,uw,uw61356222,2018-06-19T01:35:45.040Z,"4km N of Port Townsend, Washington",earthquake,0.38,0.75,0.147,20,reviewed,uw,uw
2018-03-17T22:35:37.820Z,47.5666667,-122.265,4.51,2.68,ml,51,41,0.0149,0.46,uw,uw61355627,2018-06-11T21:53:50.040Z,"3km W of Mercer Island, Washington",earthquake,0.58,0.97,0.178,33,reviewed,uw,uw
2018-03-14T23:53:01.740Z,48.3246667,-122.6951667,16.18,2.64,ml,27,33,0.05453,0.28,uw,uw61354792,2018-06-11T21:53:45.040Z,"2km SW of Ault Field, Washington",earthquake,0.45,0.84,0.15,16,reviewed,uw,uw
2018-03-11T13:15:31.670Z,47.688,-120.0436667,7.63,2.77,ml,16,50,0.06071,0.11,uw,uw61372331,2018-06-08T05:12:20.040Z,"4km NNE of Waterville, Washington",earthquake,0.24,0.93,0.388,4,reviewed,uw,uw
2018-03-09T08:48:28.940Z,44.2056,-124.6819,10,2.8,ml,,148,0.434,1.28,us,us1000d3fy,2018-06-08T05:12:16.040Z,"52km WNW of Florence, Oregon",earthquake,2.1,2,0.056,42,reviewed,us,us
2018-02-13T21:30:49.920Z,48.3533333,-124.5195,32.53,2.58,ml,20,59,0.04956,0.26,uw,uw61348772,2018-05-15T06:29:05.040Z,"7km ESE of Neah Bay, Washington",earthquake,0.57,0.79,0.212,22,reviewed,uw,uw
2018-02-10T01:37:34.730Z,46.5855,-121.7531667,8.4,2.66,ml,39,90,0.1697,0.12,uw,uw61368441,2018-05-03T22:15:07.040Z,"6km WSW of Packwood, Washington",earthquake,0.53,1.94,0.114,18,reviewed,uw,uw
2018-02-04T22:37:32.230Z,45.1558333,-124.3488333,30.15,3.06,ml,21,155,0.3731,0.41,uw,uw61366781,2018-04-25T01:39:48.040Z,"30km W of Pacific City, Oregon",earthquake,0.83,2.68,0.117,6,reviewed,uw,uw
2018-02-04T06:57:38.430Z,48.6325,-123.1208333,12.69,3.09,ml,30,41,0.1123,0.27,uw,uw61366651,2018-04-25T01:39:46.040Z,"13km NW of Friday Harbor, Washington",earthquake,0.36,1.07,0.143,23,reviewed,uw,uw
2018-01-23T20:55:26.450Z,47.5246667,-122.7731667,50.56,2.69,ml,13,82,0.02506,0.13,uw,uw61365291,2018-04-20T07:05:12.040Z,"8km WSW of Navy Yard City, Washington",earthquake,0.68,0.91,0.297,12,reviewed,uw,uw
2018-01-08T06:52:13.750Z,46.9755,-122.4283333,64.2,2.75,ml,57,45,0.01802,0.16,uw,uw61363431,2018-04-03T01:40:23.040Z,"8km SSW of Elk Plain, Washington",earthquake,0.36,0.48,0.16,39,reviewed,uw,uw
2018-01-03T08:39:16.510Z,46.2568333,-122.0586667,9.8,2.72,ml,29,132,0.05549,0.12,uw,uw61362351,2018-03-23T23:16:49.040Z,"37km SSE of Morton, Washington",earthquake,0.35,0.65,0.202,12,reviewed,uw,uw
2018-01-03T08:36:25.940Z,46.2556667,-122.0563333,10.23,3.87,ml,50,124,0.05684,0.14,uw,uw61362346,2018-03-23T23:16:49.040Z,"37km SSE of Morton, Washington",earthquake,0.24,0.42,0.156,25,reviewed,uw,uw
2017-12-30T04:38:07.190Z,46.154,-120.5426667,19.6,2.71,ml,10,140,0.3493,0.3,uw,uw60138808,2018-03-17T01:54:39.040Z,"30km SW of Toppenish, Washington",earthquake,0.77,1.22,0.05,3,reviewed,uw,uw
2017-12-28T23:08:31.990Z,46.705,-121.0593333,-0.16,2.93,ml,16,173,0.1637,0.15,uw,uw61361616,2018-03-17T01:54:37.040Z,"23km W of Tieton, Washington",earthquake,0.8,2.91,0.219,62,reviewed,uw,uw
2017-12-15T22:15:47.750Z,44.9417,-116.9494,3.57,2.5,ml,,49,0.268,1.13,us,us2000c54f,2018-03-06T00:49:43.040Z,"46km WNW of Council, Idaho",earthquake,1.6,6.1,0.056,42,reviewed,us,us
2017-12-14T01:24:26.830Z,45.0353333,-122.5993333,17.37,3.96,ml,53,40,0.1769,0.19,uw,uw61335997,2018-10-28T05:34:08.405Z,"12km S of Molalla, Oregon",earthquake,0.22,0.82,0.21,28,reviewed,uw,uw
2017-12-06T23:16:01.720Z,43.9998,-124.8511,20.99,2.8,ml,,157,0.535,0.59,us,us2000c1e4,2018-02-28T02:32:30.040Z,"60km W of Florence, Oregon",earthquake,3.2,4.5,0.047,60,reviewed,us,us
2017-11-15T02:06:54.690Z,45.4813333,-117.646,7.29,2.59,ml,7,128,0.5728,0.37,uw,uw61351961,2018-02-06T02:45:34.040Z,"23km ESE of Elgin, Oregon",earthquake,1.27,5.18,0.254,8,reviewed,uw,uw
2017-11-11T07:41:04.640Z,42.1398333,-121.6926667,6.88,2.58,ml,10,125,0.1036,0.08,uw,uw61327512,2018-01-31T03:04:48.040Z,"8km SSE of Altamont, Oregon",earthquake,0.31,0.42,0.114,8,reviewed,uw,uw
2017-10-27T01:28:52.140Z,47.6448333,-122.791,18.11,2.79,ml,50,32,0.08396,0.21,uw,uw61322157,2018-01-17T21:50:35.040Z,"2km ENE of Seabeck, Washington",earthquake,0.26,0.44,0.167,54,reviewed,uw,uw
2017-10-22T02:39:59.380Z,48.2215,-122.8591667,51.38,2.73,ml,37,36,0.1655,0.19,uw,uw61343991,2018-01-17T21:50:29.040Z,"12km W of Coupeville, Washington",earthquake,0.36,0.64,0.205,31,reviewed,uw,uw
2017-10-17T16:00:05.500Z,46.1415,-120.7071667,11.32,2.52,ml,22,55,0.1888,0.28,uw,uw61342821,2018-01-11T02:22:04.040Z,"36km NNE of Goldendale, Washington",earthquake,0.47,1.28,0.116,15,reviewed,uw,uw
2017-10-17T14:57:13.980Z,46.143,-120.7023333,10.47,2.99,ml,25,57,0.1856,0.24,uw,uw61342796,2018-01-11T02:22:04.040Z,"37km NNE of Goldendale, Washington",earthquake,0.43,1.2,0.123,14,reviewed,uw,uw
2017-10-16T05:28:09.430Z,45.9166667,-123.4611667,24.31,3.38,ml,43,46,0.06977,0.22,uw,uw61342436,2018-01-11T02:22:03.040Z,"21km WNW of Vernonia, Oregon",earthquake,0.3,0.82,0.201,26,reviewed,uw,uw
2017-10-13T04:32:52.000Z,46.1598333,-120.55,14.47,2.63,ml,31,74,0.1324,0.2,uw,uw61317612,2018-01-09T02:14:58.040Z,"30km SW of Toppenish, Washington",earthquake,0.42,0.84,0.167,17,reviewed,uw,uw
2017-10-12T19:04:20.540Z,46.1558333,-120.5401667,12.91,3.42,ml,33,56,0.1363,0.27,uw,uw61317447,2018-01-09T02:14:57.040Z,"30km SW of Toppenish, Washington",earthquake,0.43,1.64,0.138,9,reviewed,uw,uw
2017-10-10T06:16:13.807Z,42.0111,-118.5898,0,2.7,ml,8,168.75,0.424,0.2442,nn,nn00608714,2018-07-02T18:46:07.884Z,"6km NNE of Denio Junction, Nevada",earthquake,,4.1,0.15,7,reviewed,nn,nn
2017-10-10T02:45:37.050Z,45.3206667,-121.6861667,6.84,2.75,ml,25,45,0.02276,0.16,uw,uw61339596,2018-01-09T02:14:53.040Z,"23km E of Mount Hood Village, Oregon",earthquake,0.24,0.23,0.188,23,reviewed,uw,uw
2017-10-02T05:30:19.710Z,47.8878333,-122.8935,54.22,3.25,ml,64,25,0.07564,0.18,uw,uw61336471,2018-01-03T01:54:42.040Z,"16km WSW of Port Ludlow, Washington",earthquake,0.34,0.47,0.16,66,reviewed,uw,uw
2017-09-26T22:21:58.680Z,44.2518333,-123.9531667,24.14,2.77,ml,20,98,0.1208,0.28,uw,uw61311237,2017-12-22T21:56:23.040Z,"21km SSE of Waldport, Oregon",earthquake,0.45,1.16,0.136,14,reviewed,uw,uw
2017-09-08T01:09:08.850Z,45.1063,-116.5555,5,2.6,ml,,53,0.393,0.54,us,us2000ahu1,2017-12-07T20:00:19.040Z,"42km WNW of McCall, Idaho",earthquake,3.6,2,0.053,46,reviewed,us,us
2017-09-05T15:48:09.530Z,44.3418333,-124.4218333,25.72,2.82,ml,13,248,0.235,0.21,uw,uw61303577,2017-12-07T20:00:13.040Z,"24km WSW of Waldport, Oregon",earthquake,1.56,0.96,0.285,7,reviewed,uw,uw
2017-08-26T20:44:09.900Z,44.6125,-124.3365,25.73,2.54,ml,19,120,0.2076,0.1,uw,uw61299252,2017-11-22T03:43:34.040Z,"22km W of Newport, Oregon",earthquake,0.3,0.53,0.125,10,reviewed,uw,uw
2017-08-22T09:56:29.980Z,47.6825,-121.4386667,5.3,2.6,ml,37,40,0.1693,0.39,uw,uw61297037,2017-11-22T03:43:28.040Z,"27km SE of Gold Bar, Washington",earthquake,0.49,1.03,0.232,25,reviewed,uw,uw
2017-08-20T18:01:21.920Z,45.0823333,-117.1326667,1.99,2.95,ml,10,213,0.2607,0.77,uw,uw61296227,2017-11-22T03:43:26.040Z,"31km SSE of Joseph, Oregon",earthquake,3.16,4.64,0.237,8,reviewed,uw,uw
2017-08-19T12:51:12.540Z,48.1621667,-122.6871667,26.4,2.72,ml,44,45,0.1322,0.15,uw,uw61295597,2017-11-14T01:42:15.040Z,"6km S of Coupeville, Washington",earthquake,0.23,0.6,0.217,36,reviewed,uw,uw
2017-08-15T02:09:01.700Z,45.0601667,-117.2006667,2.22,2.58,ml,5,224,0.2207,0.63,uw,uw61313971,2017-11-14T01:42:08.040Z,"30km SSE of Joseph, Oregon",earthquake,5.53,7.64,0.182,4,reviewed,uw,uw
2017-08-14T07:20:59.940Z,45.0448333,-117.2135,8.41,3.14,ml,8,199,0.2032,0.23,uw,uw61313606,2017-11-14T01:42:07.040Z,"34km S of Joseph, Oregon",earthquake,1.02,2.27,0.083,7,reviewed,uw,uw
2017-07-25T09:08:43.110Z,47.5841667,-122.5815,24.17,2.7,ml,58,32,0.03735,0.29,uw,uw61285102,2017-10-14T00:19:39.040Z,"1km E of Enetai, Washington",earthquake,0.31,0.48,0.24,48,reviewed,uw,uw
2017-07-24T19:53:16.300Z,47.7025,-120.0191667,2.13,3.33,ml,17,59,0.04341,0.08,uw,uw61284707,2017-10-14T00:19:38.040Z,"7km NNE of Waterville, Washington",earthquake,0.2,1.09,0.216,4,reviewed,uw,uw
2017-07-20T03:21:06.970Z,48.5896667,-119.5261667,-0.54,2.55,ml,17,105,0.6271,0.31,uw,uw61283392,2017-10-11T01:03:58.040Z,"14km SSW of Tonasket, Washington",earthquake,1.11,3.09,0.159,9,reviewed,uw,uw
2017-07-11T23:40:24.420Z,44.3798333,-122.4308333,12.4,2.52,ml,22,80,0.1137,0.55,uw,uw61281277,2017-10-06T23:56:15.040Z,"24km E of Sweet Home, Oregon",earthquake,0.84,4.32,0.275,15,reviewed,uw,uw
2017-07-11T10:30:29.510Z,46.8845,-121.6476667,5.54,2.8,ml,25,106,0.05912,0.13,uw,uw61281132,2017-10-06T23:56:14.040Z,"30km N of Packwood, Washington",earthquake,0.32,0.31,0.225,13,reviewed,uw,uw
2017-07-09T16:03:42.560Z,48.5808333,-119.5625,3.82,2.89,ml,22,103,0.6125,0.24,uw,uw61280627,2017-10-06T23:56:11.040Z,"16km SSW of Tonasket, Washington",earthquake,0.49,0.86,0.138,12,reviewed,uw,uw
2017-07-09T00:27:13.900Z,46.1635,-123.1088333,23.09,2.51,ml,29,70,0.05635,0.17,uw,uw61280487,2017-10-06T23:56:10.040Z,"8km W of West Longview, Washington",earthquake,0.37,0.56,0.113,24,reviewed,uw,uw
2017-07-03T16:35:55.030Z,48.5966667,-121.3695,-1.09,3.09,ml,16,165,0.1095,0.13,uw,uw61279177,2018-02-22T04:43:09.301Z,"20km NE of Rockport, Washington",earthquake,0.38,1.29,0.163,11,reviewed,uw,uw
2017-06-29T08:40:03.370Z,48.7741667,-122.6071667,16.27,3.1,ml,31,99,0.1771,0.21,uw,uw61297016,2017-09-27T02:03:18.040Z,"4km S of Marietta, Washington",earthquake,0.37,1.4,0.204,22,reviewed,uw,uw
2017-06-25T03:25:14.610Z,48.2565,-121.6675,8.47,2.92,ml,24,74,0.1843,0.32,uw,uw61276967,2017-09-27T02:03:11.040Z,"4km W of Darrington, Washington",earthquake,0.59,1.52,0.189,16,reviewed,uw,uw
2017-06-16T03:55:25.800Z,47.8403333,-122.8856667,56.45,3.69,ml,62,31,0.03217,0.15,uw,uw61293181,2017-08-18T23:13:29.040Z,"17km WSW of Port Ludlow, Washington",earthquake,0.36,0.49,0.186,61,reviewed,uw,uw
2017-06-01T16:02:57.740Z,45.0576667,-123.0955,22.48,2.96,ml,32,60,0.1947,0.22,uw,uw61272097,2018-06-26T15:33:50.096Z,"9km NW of Keizer, Oregon",earthquake,0.3,0.98,0.125,22,reviewed,uw,uw
2017-05-21T20:43:51.280Z,47.5815,-122.5818333,24.03,2.77,ml,43,37,0.009269,0.24,uw,uw61268327,2017-08-10T01:33:57.040Z,"1km ESE of Enetai, Washington",earthquake,0.33,0.55,0.202,38,reviewed,uw,uw
2017-05-18T18:15:32.560Z,47.5931667,-122.5891667,25.11,2.5,ml,33,36,0.01626,0.32,uw,uw61267487,2017-08-05T03:32:11.040Z,"1km NE of Enetai, Washington",earthquake,0.48,0.65,0.286,28,reviewed,uw,uw
2017-05-11T17:56:35.950Z,47.9616667,-122.4663333,23.67,3.43,ml,39,55,0.06328,0.19,uw,uw61265222,2017-08-01T23:02:30.040Z,"6km SE of Freeland, Washington",earthquake,0.29,0.62,0.183,39,reviewed,uw,uw
2017-05-11T09:36:36.720Z,47.5896667,-122.5646667,21.55,2.6,ml,41,37,0.02563,0.15,uw,uw61265082,2017-08-01T23:02:29.040Z,"2km ENE of Enetai, Washington",earthquake,0.26,0.54,0.202,37,reviewed,uw,uw
2017-05-11T07:35:24.720Z,47.5886667,-122.5841667,24.06,3.47,ml,60,37,0.03728,0.2,uw,uw61265017,2018-04-02T22:53:46.987Z,"1km ENE of Enetai, Washington",earthquake,0.28,0.43,0.234,54,reviewed,uw,uw
2017-05-10T08:14:32.090Z,47.5791667,-122.584,24.5,3.38,ml,57,37,0.0366,0.21,uw,uw61264612,2017-08-01T23:02:25.040Z,"1km ESE of Enetai, Washington",earthquake,0.28,0.41,0.264,53,reviewed,uw,uw
2017-05-03T19:20:36.470Z,47.5693333,-122.5995,26.51,3.31,ml,27,41,0.02666,0.16,uw,uw61277931,2019-07-03T10:40:46.130Z,"1km S of Enetai, Washington",earthquake,0.32,0.47,0.28,24,reviewed,uw,uw
2017-04-20T05:07:03.640Z,48.1763333,-122.7573333,23.26,3.01,ml,36,36,0.1402,0.25,uw,uw61272661,2017-07-11T01:48:38.040Z,"7km N of Port Townsend, Washington",earthquake,0.34,0.88,0.173,30,reviewed,uw,uw
2017-04-15T19:06:43.970Z,44.4392,-124.6165,36.68,2.7,ml,,140,0.393,0.86,us,us10008hyg,2017-07-05T18:10:01.040Z,"43km W of Waldport, Oregon",earthquake,1.8,7.4,0.203,12,reviewed,uw,uw
2017-04-15T14:48:35.220Z,44.4357,-124.6193,37.67,3.9,mb,,130,0.394,1.18,us,us10008hwk,2017-07-05T18:10:01.040Z,"43km W of Waldport, Oregon",earthquake,3.2,8,0.154,11,reviewed,uw,us
